month,year,full_time,part_time,grand_total,carrier
8,2020,5923,1369,7292,HA
9,2020,5846,1241,7087,HA
10,2020,5231,1289,6520,HA
11,2020,4513,530,5043,HA
12,2020,4572,706,5278,HA
1,2021,4793,691,5484,HA
2,2021,5329,685,6014,HA
3,2021,5351,698,6049,HA
4,2021,4883,846,5729,HA
5,2021,5064,899,5963,HA
6,2021,5104,929,6033,HA
7,2021,5121,957,6078,HA
8,2021,5141,965,6106,HA
9,2021,5493,962,6455,HA
10,2021,5536,987,6523,HA
11,2021,5556,1012,6568,HA
12,2021,5585,1014,6599,HA
1,2022,5549,999,6548,HA
2,2022,5508,1007,6515,HA
3,2022,5569,1017,6586,HA
4,2022,5705,997,6702,HA
5,2022,5811,998,6809,HA
6,2022,5912,1016,6928,HA
7,2022,5990,1023,7013,HA
8,2022,6001,1034,7035,HA
9,2022,6108,1002,7110,HA
10,2022,6156,1002,7158,HA
11,2022,6195,880,7075,HA
12,2022,6235,872,7107,HA
1,2023,6273,909,7182,HA
2,2023,6317,903,7220,HA
3,2023,6332,886,7218,HA
4,2023,6369,866,7235,HA
5,2023,6389,878,7267,HA
6,2023,6448,861,7309,HA
7,2023,6479,866,7345,HA
8,2023,6490,880,7370,HA
9,2023,6494,853,7347,HA
10,2023,6510,862,7372,HA
11,2023,6535,860,7395,HA
12,2023,6522,840,7362,HA
1,2024,6520,845,7365,HA
2,2024,6536,838,7374,HA
3,2024,6535,851,7386,HA
4,2024,6545,835,7380,HA
5,2024,6546,846,7392,HA
6,2024,6582,834,7416,HA
7,2024,6597,840,7437,HA
8,2024,6595,825,7420,HA
9,2024,6588,822,7410,HA
10,2024,6573,823,7396,HA
11,2024,6560,828,7388,HA
12,2024,6541,821,7362,HA
1,2025,6518,834,7352,HA
10,1991,1591,160,1751,MQ
11,1991,1641,165,1806,MQ
12,1991,1636,197,1833,MQ
1,1992,1733,190,1923,MQ
2,1992,1648,192,1840,MQ
3,1992,1640,185,1825,MQ
4,1992,1654,171,1825,MQ
5,1992,1648,167,1815,MQ
6,1992,1643,162,1805,MQ
7,1992,1643,165,1808,MQ
8,1992,1650,160,1810,MQ
9,1992,1648,173,1821,MQ
10,1992,1669,185,1854,MQ
11,1992,1684,201,1885,MQ
12,1992,1663,214,1877,MQ
1,1993,4219,481,4700,MQ
2,1993,2540,277,2817,MQ
3,1993,2594,265,2859,MQ
4,1993,2609,240,2849,MQ
5,1993,2665,229,2894,MQ
6,1993,2661,223,2884,MQ
7,1993,2686,234,2920,MQ
8,1993,2791,233,3024,MQ
9,1993,2769,266,3035,MQ
10,1993,2747,285,3032,MQ
11,1993,2823,290,3113,MQ
12,1993,2841,284,3125,MQ
1,1994,2883,301,3184,MQ
2,1994,2902,304,3206,MQ
3,1994,2880,297,3177,MQ
4,1994,2877,321,3198,MQ
5,1994,2852,345,3197,MQ
6,1994,2924,329,3253,MQ
7,1994,2983,348,3331,MQ
8,1994,2991,369,3360,MQ
9,1994,3022,378,3400,MQ
10,1994,3032,338,3370,MQ
11,1994,3020,404,3424,MQ
12,1994,3005,410,3415,MQ
1,1995,2959,398,3357,MQ
2,1995,2966,403,3369,MQ
3,1995,3025,411,3436,MQ
4,1995,3150,434,3584,MQ
5,1995,3303,459,3762,MQ
6,1995,3381,474,3855,MQ
8,1995,3511,523,4034,MQ
9,1995,3517,526,4043,MQ
10,1995,3542,551,4093,MQ
11,1995,3593,555,4148,MQ
12,1995,3667,546,4213,MQ
1,1996,3678,508,4186,MQ
2,1996,3689,535,4224,MQ
3,1996,3739,518,4257,MQ
4,1996,3692,517,4209,MQ
5,1996,3711,522,4233,MQ
6,1996,3710,500,4210,MQ
7,1996,3675,487,4162,MQ
8,1996,3663,500,4163,MQ
9,1996,3653,500,4153,MQ
10,1996,3664,508,4172,MQ
11,1996,3678,512,4190,MQ
12,1996,3739,510,4249,MQ
1,1997,3727,512,4239,MQ
2,1997,3720,525,4245,MQ
3,1997,3541,501,4042,MQ
4,1997,3636,361,3997,MQ
5,1997,3508,541,4049,MQ
6,1997,3532,530,4062,MQ
7,1997,3518,526,4044,MQ
8,1997,3596,537,4133,MQ
9,1997,3593,534,4127,MQ
10,1997,3627,518,4145,MQ
11,1997,3627,527,4154,MQ
12,1997,3684,531,4215,MQ
1,1998,3710,528,4238,MQ
2,1998,3690,547,4237,MQ
3,1998,3542,501,4043,MQ
4,1998,3733,529,4262,MQ
5,1998,5260,955,6215,MQ
6,1998,6590,1218,7808,MQ
7,1998,6630,1215,7845,MQ
8,1998,6692,1208,7900,MQ
9,1998,6660,1179,7839,MQ
10,1998,6728,1193,7921,MQ
11,1998,6698,1204,7902,MQ
12,1998,6648,1235,7883,MQ
1,1999,6718,1195,7913,MQ
2,1999,6718,1211,7929,MQ
3,1999,6761,1227,7988,MQ
4,1999,6801,1232,8033,MQ
5,1999,6856,1258,8114,MQ
6,1999,6909,1254,8163,MQ
7,1999,7093,1295,8388,MQ
8,1999,7103,1271,8374,MQ
9,1999,7192,1280,8472,MQ
10,1999,7222,1288,8510,MQ
11,1999,7310,1320,8630,MQ
12,1999,7471,1124,8595,MQ
1,2000,7470,1118,8588,MQ
2,2000,7587,1150,8737,MQ
3,2000,7623,1154,8777,MQ
4,2000,7919,1234,9153,MQ
5,2000,7997,1233,9230,MQ
6,2000,7817,1172,8989,MQ
7,2000,7850,1192,9042,MQ
8,2000,7913,1166,9079,MQ
9,2000,8009,1193,9202,MQ
10,2000,8066,1221,9287,MQ
11,2000,8104,1184,9288,MQ
12,2000,8189,1235,9424,MQ
1,2001,8166,1251,9417,MQ
2,2001,8273,1227,9500,MQ
3,2001,8360,1248,9608,MQ
4,2001,8373,1226,9599,MQ
5,2001,8479,1252,9731,MQ
6,2001,8515,1280,9795,MQ
7,2001,8549,1290,9839,MQ
8,2001,8599,1280,9879,MQ
9,2001,8589,1266,9855,MQ
10,2001,8042,1165,9207,MQ
11,2001,7821,1165,8986,MQ
12,2001,7859,1179,9038,MQ
1,2002,7874,1179,9053,MQ
2,2002,7918,1183,9101,MQ
3,2002,7908,1177,9085,MQ
4,2002,7794,1183,8977,MQ
5,2002,7820,1199,9019,MQ
6,2002,7905,1207,9112,MQ
7,2002,7923,1241,9164,MQ
8,2002,7983,1244,9227,MQ
9,2002,7992,1248,9240,MQ
10,2002,7352,1004,8356,MQ
11,2002,7384,1035,8419,MQ
12,2002,7349,1016,8365,MQ
1,2003,7284,1007,8291,MQ
2,2003,7270,1022,8292,MQ
3,2003,7212,992,8204,MQ
4,2003,7205,988,8193,MQ
5,2003,7095,944,8039,MQ
6,2003,7095,944,8039,MQ
7,2003,6139,944,7083,MQ
8,2003,6998,952,7950,MQ
9,2003,7003,950,7953,MQ
10,2003,7119,985,8104,MQ
11,2003,7198,994,8192,MQ
12,2003,7225,990,8215,MQ
1,2004,7301,985,8286,MQ
2,2004,7421,1018,8439,MQ
3,2004,7622,1033,8655,MQ
4,2004,7720,1055,8775,MQ
5,2004,7890,1024,8914,MQ
6,2004,7991,1018,9009,MQ
7,2004,8080,1047,9127,MQ
8,2004,8269,1047,9316,MQ
9,2004,8416,1052,9468,MQ
10,2004,8487,1084,9571,MQ
11,2004,8562,1084,9646,MQ
12,2004,8570,1120,9690,MQ
1,2005,8666,1202,9868,MQ
2,2005,8761,1224,9985,MQ
3,2005,8809,1205,10014,MQ
4,2005,8895,1153,10048,MQ
5,2005,8895,1160,10055,MQ
6,2005,8870,1146,10016,MQ
7,2005,8801,1143,9944,MQ
8,2005,8829,1158,9987,MQ
9,2005,8874,1147,10021,MQ
10,2005,8917,1181,10098,MQ
11,2005,8881,1180,10061,MQ
12,2005,8835,1167,10002,MQ
1,2006,8759,1213,9972,MQ
2,2006,8742,1205,9947,MQ
3,2006,8703,1214,9917,MQ
4,2006,8663,1215,9878,MQ
5,2006,8625,1202,9827,MQ
6,2006,8584,1199,9783,MQ
7,2006,8595,1232,9827,MQ
8,2006,8536,1233,9769,MQ
9,2006,8586,1282,9868,MQ
10,2006,8653,1298,9951,MQ
11,2006,8627,1326,9953,MQ
12,2006,8614,1309,9923,MQ
1,2007,8655,1329,9984,MQ
2,2007,8658,1369,10027,MQ
3,2007,8750,1415,10165,MQ
4,2007,8767,1394,10161,MQ
5,2007,8713,1429,10142,MQ
6,2007,8726,1453,10179,MQ
7,2007,8770,1457,10227,MQ
8,2007,8754,1497,10251,MQ
9,2007,8800,1523,10323,MQ
10,2007,8935,1548,10483,MQ
11,2007,8895,1583,10478,MQ
12,2007,8923,1512,10435,MQ
1,2008,8921,1489,10410,MQ
2,2008,8944,1520,10464,MQ
3,2008,8954,1524,10478,MQ
4,2008,8953,1512,10465,MQ
5,2008,8970,1526,10496,MQ
6,2008,8931,1504,10435,MQ
7,2008,8882,1468,10350,MQ
8,2008,8828,1465,10293,MQ
9,2008,8723,1458,10181,MQ
10,2008,8685,1478,10163,MQ
11,2008,8534,1509,10043,MQ
12,2008,8464,1512,9976,MQ
1,2009,8478,1514,9992,MQ
2,2009,8443,1541,9984,MQ
3,2009,8426,1539,9965,MQ
4,2009,8402,1544,9946,MQ
5,2009,8362,1615,9977,MQ
6,2009,8270,1599,9869,MQ
7,2009,8221,1601,9822,MQ
8,2009,8192,1610,9802,MQ
9,2009,8189,1619,9808,MQ
10,2009,8213,1622,9835,MQ
11,2009,8213,1657,9870,MQ
12,2009,8174,1644,9818,MQ
1,2010,8207,1674,9881,MQ
2,2010,8177,1734,9911,MQ
3,2010,8172,1745,9917,MQ
4,2010,8237,1742,9979,MQ
5,2010,8375,1729,10104,MQ
6,2010,8381,1770,10151,MQ
7,2010,8395,1782,10177,MQ
8,2010,8388,1762,10150,MQ
9,2010,8479,1746,10225,MQ
10,2010,8579,1755,10334,MQ
11,2010,8568,1775,10343,MQ
12,2010,8597,1780,10377,MQ
1,2011,8628,1789,10417,MQ
2,2011,8643,1810,10453,MQ
3,2011,8733,1860,10593,MQ
4,2011,8738,1903,10641,MQ
5,2011,8753,1888,10641,MQ
6,2011,8841,1890,10731,MQ
7,2011,8903,1929,10832,MQ
8,2011,8961,1919,10880,MQ
9,2011,9084,1943,11027,MQ
10,2011,9199,1970,11169,MQ
11,2011,9182,1959,11141,MQ
12,2011,9124,1934,11058,MQ
1,2012,9114,1902,11016,MQ
2,2012,9009,1878,10887,MQ
3,2012,8974,1863,10837,MQ
4,2012,8845,1854,10699,MQ
5,2012,8864,1901,10765,MQ
6,2012,8869,1940,10809,MQ
7,2012,8847,2082,10929,MQ
8,2012,8850,2205,11055,MQ
9,2012,8920,2323,11243,MQ
10,2012,9144,2593,11737,MQ
11,2012,9294,2643,11937,MQ
12,2012,9380,2747,12127,MQ
1,2013,9859,2929,12788,MQ
2,2013,9855,2999,12854,MQ
3,2013,9740,3008,12748,MQ
4,2013,9666,2995,12661,MQ
5,2013,9661,2893,12554,MQ
6,2013,9731,2870,12601,MQ
7,2013,9654,2940,12594,MQ
8,2013,9605,3065,12670,MQ
9,2013,9571,3178,12749,MQ
10,2013,9498,3291,12789,MQ
11,2013,9473,3251,12724,MQ
12,2013,9422,3216,12638,MQ
1,2014,9383,3267,12650,MQ
2,2014,9292,3326,12618,MQ
3,2014,9219,3291,12510,MQ
4,2014,9175,3374,12549,MQ
5,2014,9130,3366,12496,MQ
6,2014,9031,3354,12385,MQ
7,2014,9092,3808,12900,MQ
8,2014,9017,3588,12605,MQ
9,2014,9086,3771,12857,MQ
10,2014,9130,3810,12940,MQ
11,2014,9612,4097,13709,MQ
12,2014,8936,3809,12745,MQ
1,2015,8799,3788,12587,MQ
2,2015,9062,3747,12809,MQ
3,2015,9139,3760,12899,MQ
4,2015,9034,3806,12840,MQ
5,2015,8975,3800,12775,MQ
6,2015,8923,3699,12622,MQ
7,2015,7890,3604,11494,MQ
8,2015,7863,3563,11426,MQ
9,2015,7941,3546,11487,MQ
10,2015,8929,3417,12346,MQ
11,2015,9012,3359,12371,MQ
12,2015,9051,3297,12348,MQ
1,2016,9023,3267,12290,MQ
2,2016,9025,3190,12215,MQ
3,2016,9077,3162,12239,MQ
4,2016,9129,3071,12200,MQ
5,2016,9141,3028,12169,MQ
6,2016,9159,3046,12205,MQ
7,2016,9239,3117,12356,MQ
8,2016,9326,3136,12462,MQ
9,2016,9356,3065,12421,MQ
10,2016,9347,3067,12414,MQ
11,2016,9374,3026,12400,MQ
12,2016,9387,3085,12472,MQ
1,2017,9500,3117,12617,MQ
2,2017,9583,3175,12758,MQ
3,2017,9636,3204,12840,MQ
4,2017,9744,3233,12977,MQ
5,2017,9821,3335,13156,MQ
6,2017,9926,3497,13423,MQ
7,2017,10019,3480,13499,MQ
8,2017,10096,3484,13580,MQ
9,2017,10248,3554,13802,MQ
10,2017,10357,3616,13973,MQ
11,2017,10471,3690,14161,MQ
12,2017,10536,3716,14252,MQ
1,2018,10690,3669,14359,MQ
2,2018,10743,3692,14435,MQ
3,2018,10812,3687,14499,MQ
4,2018,10961,3719,14680,MQ
5,2018,11028,3688,14716,MQ
6,2018,11122,3715,14837,MQ
7,2018,11086,3777,14863,MQ
8,2018,11100,3815,14915,MQ
9,2018,11208,3829,15037,MQ
10,2018,11541,3846,15387,MQ
11,2018,11647,3948,15595,MQ
12,2018,11606,3956,15562,MQ
1,2019,11798,3975,15773,MQ
2,2019,11810,4016,15826,MQ
3,2019,11834,4053,15887,MQ
4,2019,11875,4065,15940,MQ
5,2019,12011,4169,16180,MQ
6,2019,12120,4296,16416,MQ
7,2019,12104,4262,16366,MQ
8,2019,12135,4255,16390,MQ
9,2019,12237,4377,16614,MQ
10,2019,12390,4373,16763,MQ
11,2019,12471,4375,16846,MQ
12,2019,12449,4486,16935,MQ
1,2020,12494,4534,17028,MQ
2,2020,12550,4636,17186,MQ
3,2020,12389,4392,16781,MQ
4,2020,12383,4384,16767,MQ
5,2020,12409,4362,16771,MQ
6,2020,12344,4315,16659,MQ
7,2020,12193,4195,16388,MQ
8,2020,12031,4070,16101,MQ
9,2020,11966,3992,15958,MQ
10,2020,11197,3731,14928,MQ
11,2020,11098,3535,14633,MQ
12,2020,11599,3781,15380,MQ
1,2021,11521,3882,15403,MQ
2,2021,11525,3893,15418,MQ
3,2021,11439,3907,15346,MQ
4,2021,11385,4062,15447,MQ
5,2021,11200,4247,15447,MQ
6,2021,10929,4363,15292,MQ
7,2021,10822,4289,15111,MQ
8,2021,10850,4220,15070,MQ
9,2021,10915,4288,15203,MQ
10,2021,10907,4258,15165,MQ
11,2021,10932,4248,15180,MQ
12,2021,11005,4300,15305,MQ
1,2022,10996,4389,15385,MQ
2,2022,11030,4437,15467,MQ
3,2022,11161,4582,15743,MQ
4,2022,11204,4591,15795,MQ
5,2022,11262,4650,15912,MQ
6,2022,11291,4803,16094,MQ
7,2022,11347,4799,16146,MQ
8,2022,11577,4929,16506,MQ
9,2022,11609,4949,16558,MQ
10,2022,11628,5042,16670,MQ
11,2022,11628,5177,16805,MQ
12,2022,11740,5208,16948,MQ
1,2023,11682,5238,16920,MQ
2,2023,11738,5289,17027,MQ
3,2023,11884,5373,17257,MQ
4,2023,11949,5407,17356,MQ
5,2023,12074,5498,17572,MQ
6,2023,12151,5556,17707,MQ
7,2023,12219,5634,17853,MQ
8,2023,12241,5622,17863,MQ
9,2023,12243,5705,17948,MQ
10,2023,12284,5646,17930,MQ
11,2023,12357,5687,18044,MQ
12,2023,12378,5709,18087,MQ
1,2024,12468,5709,18177,MQ
2,2024,12516,5863,18379,MQ
3,2024,12595,5872,18467,MQ
4,2024,12632,5869,18501,MQ
5,2024,12643,5899,18542,MQ
6,2024,12686,5936,18622,MQ
7,2024,12558,6031,18589,MQ
8,2024,12461,6112,18573,MQ
9,2024,12433,6206,18639,MQ
10,2024,12429,6289,18718,MQ
11,2024,12411,6337,18748,MQ
12,2024,12422,6350,18772,MQ
1,2025,12435,6435,18870,MQ
8,1992,105,21,126,NK
9,1992,102,21,123,NK
10,1992,105,21,126,NK
11,1992,106,19,125,NK
12,1992,106,19,125,NK
1,1993,102,18,120,NK
2,1993,102,18,120,NK
3,1993,102,18,120,NK
4,1993,102,18,120,NK
5,1993,155,26,181,NK
6,1993,155,26,181,NK
7,1993,169,26,195,NK
8,1993,114,48,162,NK
9,1993,114,48,162,NK
10,1993,114,48,162,NK
11,1993,114,48,162,NK
12,1993,148,48,196,NK
1,1994,148,48,196,NK
2,1994,148,48,196,NK
3,1994,190,25,215,NK
4,1994,190,25,215,NK
5,1994,190,25,215,NK
6,1994,190,25,215,NK
7,1994,215,25,240,NK
8,1994,215,25,240,NK
9,1994,275,25,300,NK
10,1994,275,25,300,NK
12,1994,280,43,323,NK
1,1995,280,43,323,NK
2,1995,280,43,323,NK
3,1995,309,55,364,NK
4,1995,315,58,373,NK
5,1995,335,55,390,NK
6,1995,355,30,385,NK
7,1995,355,30,385,NK
8,1995,355,30,385,NK
9,1995,370,85,455,NK
10,1995,370,85,455,NK
11,1995,370,85,455,NK
12,1995,370,85,455,NK
1,1996,393,40,433,NK
2,1996,393,40,433,NK
3,1996,393,40,433,NK
4,1996,393,40,433,NK
5,1996,350,168,518,NK
6,1996,420,98,518,NK
7,1996,420,98,518,NK
8,1996,420,98,518,NK
9,1996,424,112,536,NK
10,1996,424,112,536,NK
11,1996,424,112,536,NK
12,1996,420,100,520,NK
1,1997,420,100,520,NK
2,1997,400,140,540,NK
3,1997,400,140,540,NK
4,1997,420,100,520,NK
5,1997,443,189,632,NK
6,1997,508,190,698,NK
7,1997,583,146,729,NK
8,1997,584,146,730,NK
9,1997,602,150,752,NK
10,1997,606,151,757,NK
11,1997,644,162,806,NK
12,1997,636,159,795,NK
1,1998,639,159,798,NK
2,1998,684,171,855,NK
3,1998,717,179,896,NK
4,1998,725,181,906,NK
5,1998,662,254,916,NK
6,1998,700,234,934,NK
7,1998,723,267,990,NK
8,1998,767,259,1026,NK
9,1998,811,254,1065,NK
10,1998,822,274,1096,NK
11,1998,878,283,1161,NK
12,1998,925,271,1196,NK
1,1999,869,279,1148,NK
2,1999,952,329,1281,NK
3,1999,1023,340,1363,NK
4,1999,1105,379,1484,NK
5,1999,1073,345,1418,NK
6,1999,1135,383,1518,NK
7,1999,1279,360,1639,NK
8,1999,1322,363,1685,NK
9,1999,1301,333,1634,NK
10,1999,1381,346,1727,NK
11,1999,1618,286,1904,NK
12,1999,1657,316,1973,NK
1,2000,1655,389,2044,NK
2,2000,1704,362,2066,NK
3,2000,1687,396,2083,NK
4,2000,1633,404,2037,NK
5,2000,1608,390,1998,NK
6,2000,1565,335,1900,NK
7,2000,1482,323,1805,NK
8,2000,1416,327,1743,NK
9,2000,1404,294,1698,NK
10,2000,1316,413,1729,NK
11,2000,1444,324,1768,NK
12,2000,1574,337,1911,NK
1,2001,1582,342,1924,NK
2,2001,1698,365,2063,NK
3,2001,1773,361,2134,NK
4,2001,1999,322,2321,NK
5,2001,2041,358,2399,NK
6,2001,1945,341,2286,NK
7,2001,1935,331,2266,NK
8,2001,1958,345,2303,NK
9,2001,2015,348,2363,NK
10,2001,1593,213,1806,NK
11,2001,1740,258,1998,NK
12,2001,1774,275,2049,NK
1,2002,1849,280,2129,NK
2,2002,1849,280,2129,NK
3,2002,1940,273,2213,NK
4,2002,2025,246,2271,NK
5,2002,2047,335,2382,NK
6,2002,2102,341,2443,NK
7,2002,2103,334,2437,NK
8,2002,2139,348,2487,NK
9,2002,2134,331,2465,NK
10,2002,2204,334,2538,NK
11,2002,2228,369,2597,NK
12,2002,2199,380,2579,NK
1,2003,2223,350,2573,NK
2,2003,2219,352,2571,NK
3,2003,2235,396,2631,NK
4,2003,2327,356,2683,NK
5,2003,2263,310,2573,NK
6,2003,2270,335,2605,NK
7,2003,2144,341,2485,NK
8,2003,2295,330,2625,NK
9,2003,2137,324,2461,NK
10,2003,2114,311,2425,NK
11,2003,2243,304,2547,NK
12,2003,2402,332,2734,NK
1,2004,2242,325,2567,NK
2,2004,2243,294,2537,NK
3,2004,2250,299,2549,NK
4,2004,2261,307,2568,NK
5,2004,2288,303,2591,NK
6,2004,2278,315,2593,NK
7,2004,2272,308,2580,NK
8,2004,2271,307,2578,NK
9,2004,2173,314,2487,NK
10,2004,2155,281,2436,NK
11,2004,2360,269,2629,NK
12,2004,2339,288,2627,NK
1,2005,2324,301,2625,NK
2,2005,2208,292,2500,NK
3,2005,2146,275,2421,NK
4,2005,2072,244,2316,NK
5,2005,1934,228,2162,NK
6,2005,1980,237,2217,NK
7,2005,2029,248,2277,NK
8,2005,1976,236,2212,NK
9,2005,1905,235,2140,NK
10,2005,1928,262,2190,NK
11,2005,1951,265,2216,NK
12,2005,1923,272,2195,NK
1,2006,1959,191,2150,NK
2,2006,1957,206,2163,NK
3,2006,1872,271,2143,NK
4,2006,1870,261,2131,NK
5,2006,1837,282,2119,NK
6,2006,1899,280,2179,NK
7,2006,1893,280,2173,NK
8,2006,1848,263,2111,NK
9,2006,1863,251,2114,NK
10,2006,1890,267,2157,NK
11,2006,1906,246,2152,NK
12,2006,1916,250,2166,NK
1,2007,1935,260,2195,NK
2,2007,1994,286,2280,NK
3,2007,1981,260,2241,NK
4,2007,2001,259,2260,NK
5,2007,2032,238,2270,NK
6,2007,2062,257,2319,NK
7,2007,2047,296,2343,NK
8,2007,2047,269,2316,NK
9,2007,2039,208,2247,NK
10,2007,2105,212,2317,NK
11,2007,2211,218,2429,NK
12,2007,2092,217,2309,NK
1,2008,2108,231,2339,NK
2,2008,2240,260,2500,NK
3,2008,2365,241,2606,NK
4,2008,2336,225,2561,NK
5,2008,2356,289,2645,NK
6,2008,2305,295,2600,NK
7,2008,2177,292,2469,NK
8,2008,2094,286,2380,NK
9,2008,2192,286,2478,NK
10,2008,2184,264,2448,NK
11,2008,2127,277,2404,NK
12,2008,2116,294,2410,NK
1,2009,1817,290,2107,NK
2,2009,1754,270,2024,NK
3,2009,1758,296,2054,NK
4,2009,1753,291,2044,NK
5,2009,1770,322,2092,NK
6,2009,1754,302,2056,NK
7,2009,1741,313,2054,NK
8,2009,1740,297,2037,NK
9,2009,1723,292,2015,NK
10,2009,1738,290,2028,NK
11,2009,1736,340,2076,NK
12,2009,1751,338,2089,NK
1,2010,1797,336,2133,NK
2,2010,1783,336,2119,NK
3,2010,1842,364,2206,NK
4,2010,1783,336,2119,NK
5,2010,1871,379,2250,NK
6,2010,1881,343,2224,NK
7,2010,1883,339,2222,NK
8,2010,1884,339,2223,NK
9,2010,2013,348,2361,NK
10,2010,1954,333,2287,NK
11,2010,1955,376,2331,NK
12,2010,2001,393,2394,NK
1,2011,2045,396,2441,NK
2,2011,2045,396,2441,NK
3,2011,1975,328,2303,NK
4,2011,2080,401,2481,NK
5,2011,2093,411,2504,NK
6,2011,2129,410,2539,NK
7,2011,2122,421,2543,NK
8,2011,2126,421,2547,NK
9,2011,2173,396,2569,NK
10,2011,2208,385,2593,NK
11,2011,2222,419,2641,NK
12,2011,2398,669,3067,NK
1,2012,2316,439,2755,NK
2,2012,2409,441,2850,NK
3,2012,2507,526,3033,NK
4,2012,2458,468,2926,NK
5,2012,2497,455,2952,NK
6,2012,2539,462,3001,NK
7,2012,2548,531,3079,NK
8,2012,3137,474,3611,NK
9,2012,2566,487,3053,NK
10,2012,2579,466,3045,NK
11,2012,2660,456,3116,NK
12,2012,3008,717,3725,NK
1,2013,2767,450,3217,NK
2,2013,2798,456,3254,NK
3,2013,2962,506,3468,NK
4,2013,2932,454,3386,NK
5,2013,3027,457,3484,NK
6,2013,3162,476,3638,NK
7,2013,3107,459,3566,NK
8,2013,3137,474,3611,NK
9,2013,3165,447,3612,NK
10,2013,3262,450,3712,NK
11,2013,3293,455,3748,NK
12,2013,3320,445,3765,NK
1,2014,3374,460,3834,NK
2,2014,3312,444,3756,NK
3,2014,3339,459,3798,NK
4,2014,3415,473,3888,NK
5,2014,3437,461,3898,NK
6,2014,3484,459,3943,NK
7,2014,3507,471,3978,NK
8,2014,3538,471,4009,NK
9,2014,3573,460,4033,NK
10,2014,3612,494,4106,NK
11,2014,4195,503,4698,NK
12,2014,3685,479,4164,NK
1,2015,3766,534,4300,NK
2,2015,3825,507,4332,NK
3,2015,3899,520,4419,NK
4,2015,3982,463,4445,NK
5,2015,4028,398,4426,NK
6,2015,4115,377,4492,NK
7,2015,4166,289,4455,NK
8,2015,4270,279,4549,NK
9,2015,4312,276,4588,NK
10,2015,4394,271,4665,NK
11,2015,4490,265,4755,NK
12,2015,4567,269,4836,NK
1,2016,4673,270,4943,NK
2,2016,4781,269,5050,NK
3,2016,4796,294,5090,NK
4,2016,4905,288,5193,NK
5,2016,5122,309,5431,NK
6,2016,5111,292,5403,NK
7,2016,5152,286,5438,NK
8,2016,5192,286,5478,NK
9,2016,5261,271,5532,NK
10,2016,5274,267,5541,NK
11,2016,5330,308,5638,NK
12,2016,5437,319,5756,NK
1,2017,5484,315,5799,NK
2,2017,5496,312,5808,NK
3,2017,5598,367,5965,NK
4,2017,5661,376,6037,NK
5,2017,5772,362,6134,NK
6,2017,5944,373,6317,NK
7,2017,6031,371,6402,NK
8,2017,6025,368,6393,NK
9,2017,6144,357,6501,NK
10,2017,6203,389,6592,NK
11,2017,6317,376,6693,NK
12,2017,6406,388,6794,NK
1,2018,6483,388,6871,NK
2,2018,6571,391,6962,NK
3,2018,6699,405,7104,NK
4,2018,6874,387,7261,NK
5,2018,6971,333,7304,NK
6,2018,7043,332,7375,NK
7,2018,7026,334,7360,NK
8,2018,7127,343,7470,NK
9,2018,7242,280,7522,NK
10,2018,7401,296,7697,NK
11,2018,7318,299,7617,NK
12,2018,7343,305,7648,NK
1,2019,7406,294,7700,NK
2,2019,7489,296,7785,NK
3,2019,7570,305,7875,NK
4,2019,7600,328,7928,NK
5,2019,7741,340,8081,NK
6,2019,7884,348,8232,NK
7,2019,7870,338,8208,NK
8,2019,7917,363,8280,NK
9,2019,8000,342,8342,NK
10,2019,8103,342,8445,NK
11,2019,8273,395,8668,NK
12,2019,8607,386,8993,NK
1,2020,8467,372,8839,NK
2,2020,8600,375,8975,NK
3,2020,8858,355,9213,NK
4,2020,8864,340,9204,NK
5,2020,8868,331,9199,NK
6,2020,8807,327,9134,NK
7,2020,8817,327,9144,NK
8,2020,8636,290,8926,NK
9,2020,8617,276,8893,NK
10,2020,8606,323,8929,NK
11,2020,8612,299,8911,NK
12,2020,8851,324,9175,NK
1,2021,8497,330,8827,NK
2,2021,8448,317,8765,NK
3,2021,8496,324,8820,NK
4,2021,8539,333,8872,NK
5,2021,8741,304,9045,NK
6,2021,8949,311,9260,NK
7,2021,9031,285,9316,NK
8,2021,9165,294,9459,NK
9,2021,9310,284,9594,NK
10,2021,9563,268,9831,NK
11,2021,9663,249,9912,NK
12,2021,10148,285,10433,NK
1,2022,9918,307,10225,NK
2,2022,9970,326,10296,NK
3,2022,10144,342,10486,NK
4,2022,10321,337,10658,NK
5,2022,10454,333,10787,NK
6,2022,10588,333,10921,NK
7,2022,10713,307,11020,NK
8,2022,10974,302,11276,NK
9,2022,11185,332,11517,NK
10,2022,11397,310,11707,NK
11,2022,11377,318,11695,NK
12,2022,11654,297,11951,NK
1,2023,11865,311,12176,NK
2,2023,11988,310,12298,NK
3,2023,12211,344,12555,NK
4,2023,12273,325,12598,NK
5,2023,12376,320,12696,NK
6,2023,12507,322,12829,NK
7,2023,12622,333,12955,NK
8,2023,12808,313,13121,NK
9,2023,12811,360,13171,NK
10,2023,12809,325,13134,NK
11,2023,12819,343,13162,NK
12,2023,13484,345,13829,NK
1,2024,12829,374,13203,NK
2,2024,12503,355,12858,NK
3,2024,12322,438,12760,NK
4,2024,12069,387,12456,NK
5,2024,12028,401,12429,NK
6,2024,11880,389,12269,NK
7,2024,11739,400,12139,NK
8,2024,11825,435,12260,NK
9,2024,11772,411,12183,NK
